         50343999 function calls (50336476 primitive calls) in 552.551 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.002    0.000 _base.py:960(<genexpr>)
        1    0.000    0.000    0.015    0.015 _base.py:963(cla)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        3    0.000    0.000    0.000    0.000 _cm.py:96(get_color_function)
        1    0.000    0.000    0.001    0.001 _cm_listed.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
       57    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       31    0.000    0.000    0.005    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:128(_validate_fromutc_inputs)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _common.py:145(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:263(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.026    0.026 _constrained_layout.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:138(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:162(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:265(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:621(Repository)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:13(RTLD_for_MKL)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:14(__init__)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:17(__enter__)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:28(__exit__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _error.py:35(ErrorMaker)
        1    0.000    0.000    0.000    0.000 _error.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _error.py:8(Error)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:14(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:20(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:37(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:38(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:4(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__call__)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:55(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:63(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:339(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       39    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       44    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:246(_ctypes)
        1    0.000    0.000    0.012    0.012 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:683(TooHardError)
        1    0.000    0.000    0.000    0.000 _internal.py:686(AxisError)
       51    0.000    0.000    0.000    0.000 _internal.py:715(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:480(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        1    0.000    0.000    0.001    0.001 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:48(LayoutBox)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
        2    0.000    0.000    0.000    0.000 _methods.py:26(_amax)
        2    0.000    0.000    0.000    0.000 _methods.py:30(_amin)
       49    0.000    0.000    0.000    0.000 _methods.py:45(_all)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1366(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1576(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:399(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:663(_result)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.009    0.009 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:101(get_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:111(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:31(get_fig_manager)
        7    0.000    0.000    0.001    0.000 _pylab_helpers.py:67(destroy_all)
        1    0.000    0.000    0.034    0.034 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        1    0.000    0.000    0.000    0.000 _subplots.py:111(get_subplotspec)
        1    0.000    0.000    0.002    0.002 _subplots.py:123(update_params)
        1    0.000    0.000    0.024    0.024 _subplots.py:18(__init__)
        2    0.000    0.000    0.000    0.000 _subplots.py:203(subplot_class_factory)
        3    0.000    0.000    0.000    0.000 _subplots.py:218(<genexpr>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        2    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        2    0.000    0.000    0.004    0.002 _version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       29    0.000    0.000    0.001    0.000 abc.py:125(__new__)
       11    0.000    0.000    0.000    0.000 abc.py:130(register)
      502    0.000    0.000    0.002    0.000 abc.py:137(__instancecheck__)
   124/31    0.000    0.000    0.002    0.000 abc.py:141(__subclasscheck__)
       63    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.087    0.087 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.003    0.003 afm.py:38(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:390(AFM)
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:21(FFI)
        1    0.000    0.000    0.000    0.000 apipkg.py:133(__makeattr)
        2    0.000    0.000    0.000    0.000 apipkg.py:16(_py_abspath)
        1    0.000    0.000    0.000    0.000 apipkg.py:174(AliasModule)
        1    0.000    0.000    0.000    0.000 apipkg.py:185(AliasModule)
        1    0.000    0.000    0.000    0.000 apipkg.py:40(initpkg)
        1    0.000    0.000    0.000    0.000 apipkg.py:53(<listcomp>)
        1    0.000    0.000    0.000    0.000 apipkg.py:7(<module>)
        1    0.000    0.000    0.000    0.000 apipkg.py:80(ApiModule)
        1    0.000    0.000    0.000    0.000 apipkg.py:88(__docset)
     10/1    0.000    0.000    0.000    0.000 apipkg.py:92(__init__)
       10    0.000    0.000    0.000    0.000 apipkg.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1022(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1165(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:742(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:751(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:842(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
